2025-05-21 18:04:18.313 UTC | INFO     | apscheduler.scheduler     | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2025-05-21 18:04:28.879 UTC | INFO     | app.app                   | Attempting remote load for ais (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:04:28.889 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for ctd (m204). Will try next path.
2025-05-21 18:04:28.890 UTC | INFO     | app.app                   | Attempting remote load for ctd (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:04:28.905 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for power (m204). Will try next path.
2025-05-21 18:04:28.906 UTC | INFO     | app.app                   | Attempting remote load for power (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:04:28.920 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for errors (m204). Will try next path.
2025-05-21 18:04:28.921 UTC | INFO     | app.app                   | Attempting remote load for errors (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:04:28.980 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for weather (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Weather%20Records%202.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:04:28.981 UTC | WARNING  | app.app                   | All remote load attempts failed for weather (m204). Falling back to default local.
2025-05-21 18:04:28.981 UTC | INFO     | app.app                   | Attempting fallback local load for weather (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:04:29.003 UTC | INFO     | app.app                   | CACHE STORE: Storing weather for m204 (from Data not loaded) into cache.
2025-05-21 18:04:29.009 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for ctd (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Seabird%20CTD%20Records%20with%20D.O..csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:04:29.009 UTC | WARNING  | app.app                   | All remote load attempts failed for ctd (m204). Falling back to default local.
2025-05-21 18:04:29.009 UTC | INFO     | app.app                   | Attempting fallback local load for ctd (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:04:29.144 UTC | INFO     | app.app                   | CACHE STORE: Storing ctd for m204 (from Data not loaded) into cache.
2025-05-21 18:04:29.145 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for ais (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/AIS%20Report.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:04:29.145 UTC | WARNING  | app.app                   | All remote load attempts failed for ais (m204). Falling back to default local.
2025-05-21 18:04:29.145 UTC | INFO     | app.app                   | Attempting fallback local load for ais (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:04:29.163 UTC | INFO     | app.app                   | CACHE STORE: Storing ais for m204 (from Data not loaded) into cache.
2025-05-21 18:04:29.164 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for power (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Amps%20Power%20Summary%20Report.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:04:29.164 UTC | WARNING  | app.app                   | All remote load attempts failed for power (m204). Falling back to default local.
2025-05-21 18:04:29.164 UTC | INFO     | app.app                   | Attempting fallback local load for power (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:04:29.173 UTC | INFO     | app.app                   | CACHE STORE: Storing power for m204 (from Data not loaded) into cache.
2025-05-21 18:04:29.174 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for waves (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/GPS%20Waves%20Sensor%20Data.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:04:29.174 UTC | WARNING  | app.app                   | All remote load attempts failed for waves (m204). Falling back to default local.
2025-05-21 18:04:29.174 UTC | INFO     | app.app                   | Attempting fallback local load for waves (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:04:29.183 UTC | INFO     | app.app                   | CACHE STORE: Storing waves for m204 (from Data not loaded) into cache.
2025-05-21 18:04:29.185 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for errors (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Vehicle%20Error%20Report.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:04:29.185 UTC | WARNING  | app.app                   | All remote load attempts failed for errors (m204). Falling back to default local.
2025-05-21 18:04:29.185 UTC | INFO     | app.app                   | Attempting fallback local load for errors (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:04:29.187 UTC | INFO     | app.app                   | CACHE STORE: Storing errors for m204 (from Data not loaded) into cache.
2025-05-21 18:04:29.275 UTC | INFO     | app.app                   | --- Debugging Template Context ---
2025-05-21 18:04:29.275 UTC | INFO     | app.app                   | Type of power_info: <class 'dict'>
2025-05-21 18:04:29.275 UTC | INFO     | app.app                   | Keys in power_info: ['values', 'latest_timestamp_str', 'time_ago_str']
2025-05-21 18:04:29.275 UTC | INFO     | app.app                   | Type of power_info['values']: <class 'dict'>
2025-05-21 18:04:29.275 UTC | INFO     | app.app                   | Keys in power_info['values']: ['BatteryWattHours', 'SolarInputWatts', 'PowerDrawWatts', 'NetPowerWatts', 'Timestamp']
2025-05-21 18:04:29.382 UTC | INFO     | app.app                   | Force refresh requested for power (m204). Bypassing cache.
2025-05-21 18:04:29.382 UTC | INFO     | app.app                   | Attempting remote load for power (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:04:29.396 UTC | INFO     | app.app                   | Force refresh requested for weather (m204). Bypassing cache.
2025-05-21 18:04:29.397 UTC | INFO     | app.app                   | Attempting remote load for weather (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:04:29.407 UTC | INFO     | app.app                   | Force refresh requested for waves (m204). Bypassing cache.
2025-05-21 18:04:29.407 UTC | INFO     | app.app                   | Attempting remote load for waves (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:04:29.419 UTC | INFO     | app.app                   | Force refresh requested for ctd (m204). Bypassing cache.
2025-05-21 18:04:29.419 UTC | INFO     | app.app                   | Attempting remote load for ctd (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:04:29.433 UTC | INFO     | app.app                   | Latitude/Longitude not provided for forecast. Attempting to infer from telemetry for mission m204.
2025-05-21 18:04:29.433 UTC | INFO     | app.app                   | Force refresh requested for telemetry (m204). Bypassing cache.
2025-05-21 18:04:29.433 UTC | INFO     | app.app                   | Attempting remote load for telemetry (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:04:29.477 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for power (m204). Will try next path.
2025-05-21 18:04:29.477 UTC | INFO     | app.app                   | Attempting remote load for power (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:04:29.525 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for ctd (m204). Will try next path.
2025-05-21 18:04:29.525 UTC | INFO     | app.app                   | Attempting remote load for ctd (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:04:29.535 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for telemetry (m204). Will try next path.
2025-05-21 18:04:29.535 UTC | INFO     | app.app                   | Attempting remote load for telemetry (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:04:29.544 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for weather (m204). Will try next path.
2025-05-21 18:04:29.544 UTC | INFO     | app.app                   | Attempting remote load for weather (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:04:29.555 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for waves (m204). Will try next path.
2025-05-21 18:04:29.555 UTC | INFO     | app.app                   | Attempting remote load for waves (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:04:29.602 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for power (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Amps%20Power%20Summary%20Report.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:04:29.602 UTC | WARNING  | app.app                   | All remote load attempts failed for power (m204). Falling back to default local.
2025-05-21 18:04:29.602 UTC | INFO     | app.app                   | Attempting fallback local load for power (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:04:29.610 UTC | INFO     | app.app                   | CACHE STORE: Storing power for m204 (from Data not loaded) into cache.
2025-05-21 18:04:29.656 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for telemetry (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Telemetry%206%20Report%20by%20WGMS%20Datetime.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:04:29.657 UTC | WARNING  | app.app                   | All remote load attempts failed for telemetry (m204). Falling back to default local.
2025-05-21 18:04:29.657 UTC | INFO     | app.app                   | Attempting fallback local load for telemetry (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:04:29.685 UTC | INFO     | app.app                   | CACHE STORE: Storing telemetry for m204 (from Data not loaded) into cache.
2025-05-21 18:04:29.696 UTC | INFO     | app.app                   | Inferred location for mission m204: Lat=45.59302324, Lon=-61.95577816
2025-05-21 18:04:29.697 UTC | INFO     | app.core.forecast         | Attempting to fetch marine forecast from: https://api.open-meteo.com/v1/marine?latitude=45.59302324&longitude=-61.95577816&hourly=wave_height,wave_direction,wave_period,windspeed_10m,winddirection_10m,ocean_current_velocity,ocean_current_direction,weathercode,temperature_2m,precipitation&timezone=GMT
2025-05-21 18:04:30.328 UTC | WARNING  | app.core.forecast         | HTTPStatusError when fetching https://api.open-meteo.com/v1/marine: 404 - Client error '404 Not Found' for url 'https://api.open-meteo.com/v1/marine?latitude=45.59302324&longitude=-61.95577816&hourly=wave_height%2Cwave_direction%2Cwave_period%2Cwindspeed_10m%2Cwinddirection_10m%2Cocean_current_velocity%2Cocean_current_direction%2Cweathercode%2Ctemperature_2m%2Cprecipitation&timezone=GMT'
For more information check: https://httpstatuses.com/404
2025-05-21 18:04:30.328 UTC | WARNING  | app.core.forecast         | Marine forecast API returned 404 for lat=45.59302324, lon=-61.95577816. Falling back to general forecast.
2025-05-21 18:04:30.329 UTC | INFO     | app.core.forecast         | Attempting to fetch general forecast from: https://api.open-meteo.com/v1/forecast?latitude=45.59302324&longitude=-61.95577816&hourly=temperature_2m,weathercode,precipitation,windspeed_10m,winddirection_10m&timezone=GMT
2025-05-21 18:04:30.952 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for waves (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/GPS%20Waves%20Sensor%20Data.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:04:30.952 UTC | WARNING  | app.app                   | All remote load attempts failed for waves (m204). Falling back to default local.
2025-05-21 18:04:30.952 UTC | INFO     | app.app                   | Attempting fallback local load for waves (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:04:30.960 UTC | INFO     | app.app                   | CACHE STORE: Storing waves for m204 (from Data not loaded) into cache.
2025-05-21 18:04:30.969 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for weather (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Weather%20Records%202.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:04:30.969 UTC | WARNING  | app.app                   | All remote load attempts failed for weather (m204). Falling back to default local.
2025-05-21 18:04:30.969 UTC | INFO     | app.app                   | Attempting fallback local load for weather (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:04:30.984 UTC | INFO     | app.app                   | CACHE STORE: Storing weather for m204 (from Data not loaded) into cache.
2025-05-21 18:04:30.996 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for ctd (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Seabird%20CTD%20Records%20with%20D.O..csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:04:30.996 UTC | WARNING  | app.app                   | All remote load attempts failed for ctd (m204). Falling back to default local.
2025-05-21 18:04:30.996 UTC | INFO     | app.app                   | Attempting fallback local load for ctd (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:04:31.113 UTC | INFO     | app.app                   | CACHE STORE: Storing ctd for m204 (from Data not loaded) into cache.
2025-05-21 18:08:55.388 UTC | INFO     | app.app                   | APScheduler shut down.
2025-05-21 18:08:55.389 UTC | INFO     | apscheduler.scheduler     | Scheduler has been shut down
2025-05-21 18:16:07.760 UTC | INFO     | apscheduler.scheduler     | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2025-05-21 18:16:07.761 UTC | INFO     | apscheduler.scheduler     | Added job "refresh_active_mission_cache" to job store "default"
2025-05-21 18:16:07.761 UTC | INFO     | apscheduler.scheduler     | Scheduler started
2025-05-21 18:16:07.761 UTC | INFO     | app.app                   | APScheduler started for background cache refresh.
2025-05-21 18:16:15.871 UTC | INFO     | app.app                   | Force refresh requested for power (m204). Bypassing cache.
2025-05-21 18:16:15.871 UTC | INFO     | app.app                   | Attempting remote load for power (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:15.897 UTC | INFO     | app.app                   | Force refresh requested for ctd (m204). Bypassing cache.
2025-05-21 18:16:15.897 UTC | INFO     | app.app                   | Attempting remote load for ctd (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:15.918 UTC | INFO     | app.app                   | Force refresh requested for weather (m204). Bypassing cache.
2025-05-21 18:16:15.918 UTC | INFO     | app.app                   | Attempting remote load for weather (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:15.935 UTC | INFO     | app.app                   | Force refresh requested for waves (m204). Bypassing cache.
2025-05-21 18:16:15.935 UTC | INFO     | app.app                   | Attempting remote load for waves (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:15.945 UTC | INFO     | app.app                   | Force refresh requested for ais (m204). Bypassing cache.
2025-05-21 18:16:15.945 UTC | INFO     | app.app                   | Attempting remote load for ais (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:15.976 UTC | INFO     | app.app                   | Force refresh requested for errors (m204). Bypassing cache.
2025-05-21 18:16:15.976 UTC | INFO     | app.app                   | Attempting remote load for errors (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:16.072 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for ctd (m204). Will try next path.
2025-05-21 18:16:16.072 UTC | INFO     | app.app                   | Attempting remote load for ctd (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:16.088 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for waves (m204). Will try next path.
2025-05-21 18:16:16.088 UTC | INFO     | app.app                   | Attempting remote load for waves (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:16.104 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for weather (m204). Will try next path.
2025-05-21 18:16:16.111 UTC | INFO     | app.app                   | Attempting remote load for weather (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:16.129 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for power (m204). Will try next path.
2025-05-21 18:16:16.129 UTC | INFO     | app.app                   | Attempting remote load for power (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:16.152 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for ais (m204). Will try next path.
2025-05-21 18:16:16.152 UTC | INFO     | app.app                   | Attempting remote load for ais (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:16.173 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for errors (m204). Will try next path.
2025-05-21 18:16:16.173 UTC | INFO     | app.app                   | Attempting remote load for errors (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:16.231 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for ctd (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Seabird%20CTD%20Records%20with%20D.O..csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:16.236 UTC | WARNING  | app.app                   | All remote load attempts failed for ctd (m204). Falling back to default local.
2025-05-21 18:16:16.236 UTC | INFO     | app.app                   | Attempting fallback local load for ctd (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:16.422 UTC | INFO     | app.app                   | CACHE STORE: Storing ctd for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:16.429 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for weather (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Weather%20Records%202.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:16.429 UTC | WARNING  | app.app                   | All remote load attempts failed for weather (m204). Falling back to default local.
2025-05-21 18:16:16.429 UTC | INFO     | app.app                   | Attempting fallback local load for weather (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:16.453 UTC | INFO     | app.app                   | CACHE STORE: Storing weather for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:16.453 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for power (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Amps%20Power%20Summary%20Report.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:16.453 UTC | WARNING  | app.app                   | All remote load attempts failed for power (m204). Falling back to default local.
2025-05-21 18:16:16.453 UTC | INFO     | app.app                   | Attempting fallback local load for power (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:16.469 UTC | INFO     | app.app                   | CACHE STORE: Storing power for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:16.469 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for ais (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/AIS%20Report.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:16.469 UTC | WARNING  | app.app                   | All remote load attempts failed for ais (m204). Falling back to default local.
2025-05-21 18:16:16.469 UTC | INFO     | app.app                   | Attempting fallback local load for ais (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:16.491 UTC | INFO     | app.app                   | CACHE STORE: Storing ais for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:16.491 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for waves (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/GPS%20Waves%20Sensor%20Data.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:16.491 UTC | WARNING  | app.app                   | All remote load attempts failed for waves (m204). Falling back to default local.
2025-05-21 18:16:16.494 UTC | INFO     | app.app                   | Attempting fallback local load for waves (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:16.505 UTC | INFO     | app.app                   | CACHE STORE: Storing waves for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:16.534 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for errors (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Vehicle%20Error%20Report.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:16.534 UTC | WARNING  | app.app                   | All remote load attempts failed for errors (m204). Falling back to default local.
2025-05-21 18:16:16.534 UTC | INFO     | app.app                   | Attempting fallback local load for errors (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:16.540 UTC | INFO     | app.app                   | CACHE STORE: Storing errors for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:16.657 UTC | INFO     | app.app                   | --- Debugging Template Context ---
2025-05-21 18:16:16.657 UTC | INFO     | app.app                   | Type of power_info: <class 'dict'>
2025-05-21 18:16:16.657 UTC | INFO     | app.app                   | Keys in power_info: ['values', 'latest_timestamp_str', 'time_ago_str']
